id	num_of_genes	pos_rel_genes	neg_rel_genes
C046770	7	1435,1588,4313,5321,5743,5055,7422	83729,125,25825,100507249,1636,79924,96764
C067940	5	196,367,1544,6906,7252	55572,57188,71,28973,4728
D006852	8	10257,551,3113,3123,3133,3134,3140,5972	3987,55827,2707,644815,200539,22827,4758,84722
D006851	35	374,9531,632,836,842,8900,595,9134,942,1027,3576,1844,1850,1875,1945,2012,2247,2261,2355,1647,54676,3383,10765,4170,4173,5111,5311,5741,11186,6236,6239,860,121340,7424,7425	9351,84000,2980,5375,26090,9562,57728,9480,23080,582,9128,5468,79849,6528,8808,23567,28908,51439,340542,6401,3009,9211,8930,3875,57818,147179,85445,2348,260429,2134,79776,2203,65986,3357,26270
D006854	99	5243,8714,2532,8038,183,301,367,406,6347,6348,6351,941,942,1003,1294,1392,1407,1437,1499,3576,1584,1589,29785,1576,1577,1843,1950,2056,2099,355,2289,2308,2688,8443,2938,9563,3290,3291,3283,3284,3383,3456,3458,3481,3488,3586,3552,3553,3558,3567,3569,3630,8515,3678,3816,354,4023,6885,4318,4501,4780,4792,4878,4852,2908,2649,100506658,5020,5047,5111,5187,5443,158471,5743,5906,10411,5931,5970,5972,6095,6340,1992,462,6439,6440,6582,9962,6528,9095,7051,7082,7097,7099,7124,11181,1831,7422,7450,7538	64601,3437,51626,55920,9527,58511,2487,4885,54681,23178,54793,10768,5360,5732,9046,28991,9901,123036,7479,5444,9572,55156,6964,54845,2191,54551,1311,10525,7482,57181,374868,81545,2483,219743,10622,8570,9609,8678,126,1145,79689,4943,7077,90523,129880,5106,6281,1013,346689,8756,56950,115509,7441,115294,64663,3786,162517,6749,2140,2915,9073,10856,4289,55367,56667,3633,4478,80031,51700,23438,6605,2199,4259,1857,57408,64395,100144748,9635,2189,55773,8668,4791,6529,133418,10492,51161,54205,623,3581,56923,7025,55830,51002,84967,27241,199800,30848,55626,5479
C071942	9	84335,367,572,2932,354,406991,2475,4824,6774	165904,1081,25793,671,9131,54538,4488,3980,1186
D006859	8	351,836,847,2309,142,23411,6647,6648	8318,91608,27136,5192,57459,202243,51251,23258
C516714	11	238,1950,1956,2064,2065,2549,1839,5594,5595,6774,7039	5379,84073,8836,25778,5780,7920,79677,9524,6533,2817,1641
C083578	3	1543,7153,7157	55341,164045,3875
C001801	7	9429,1066,1544,1565,1576,4986,4988	132001,64800,7705,5470,57709,132,8848
C082164	31	245972,10282,991,1017,1489,2920,1611,51726,10570,63916,23768,2324,2936,7184,3336,50615,56992,9585,11004,5607,55669,92399,4693,11235,5347,10733,25824,5743,5806,6326,119559	27123,6596,5145,109,118924,6402,4664,116519,266553,135138,23163,23137,1052,826,653361,51270,1755,1786,113091,23191,92483,8731,4248,83463,6449,57609,9628,9782,25833,54329,9947
C082161	2	3162,4780	57801,4259
C102874	3	6347,3576,3569	29851,11336,51202
D002193	25	196,9131,22926,581,596,332,823,824,836,837,841,842,1543,1649,9451,2021,2081,3309,3725,5594,5595,142,8797,8795,331	27233,6524,25936,2203,11100,22876,283,164656,123099,8477,51299,10212,26524,41,1938,10465,8433,9862,63940,8574,10512,558,8424,22877,55035
C506002	18	572,581,596,598,329,836,842,595,896,1019,1026,1027,54205,355,356,142,5111,5335	27098,54097,139189,92181,1302,84896,30012,2029,26585,4190,50862,55014,8831,116085,5255,116987,84328,5053
C410666	10	48,1374,1376,3586,3558,3565,5465,5467,5468,7124	1124,26973,3764,83547,25886,5028,7538,140458,2551,1514
C003524	2	367,1586	3218,388
C012708	6	581,596,836,841,842,142	5747,346,285440,445,3275,11075
D015647	4	836,840,1312,1812	677766,6448,8767,3416
C058317	61	25,9716,23370,10533,581,596,598,613,637,332,694,836,847,6347,6348,51510,83548,23259,51466,2934,204851,3183,9454,55081,3487,3684,3688,11127,4194,10461,4609,8473,142,5830,5292,5569,5547,7799,5701,5707,11156,27316,5997,23521,6139,6233,6252,23411,54407,9784,6653,2054,9899,7048,7128,25816,7157,10628,7318,9765,23660	9126,3485,438,8065,4986,6660,133308,221178,9597,1236,253559,1305,57472,57835,534,55823,54760,23400,116085,2861,57453,53842,84296,84929,10282,10556,54468,26100,60412,3887,63917,653808,1434,383,4124,3214,80176,51303,114034,963,91304,6345,220082,84707,286053,23635,9372,6343,51686,7127,150737,54809,51684,84876,27297,226,3764,6385,6529,443,337
C003528	2	2938,2940	90952,256076
D002997	29	1174,440,836,840,847,2950,3157,3249,3358,3552,3569,83729,4047,8431,26471,142,5264,5617,5624,6319,12,6582,6515,6532,6721,6876,7067,7124,55062	9826,56833,3417,6370,55906,4684,162989,158038,9349,9947,55614,389840,10166,1496,79091,440829,8309,8942,3234,51114,3811,4883,64852,197131,64781,773,2012,10953,781
D002996	48	11057,367,771,595,901,6387,1576,22943,1942,1960,2099,2100,2152,2153,2296,2488,2796,3399,3690,3717,8942,3972,3976,4602,4603,54981,8856,10439,5174,5241,8503,5581,5617,11098,9536,5932,10171,5979,6446,23678,6462,6478,54498,23635,6840,7020,7022,7035	129787,55315,51504,100302691,6781,133121,1613,93035,26523,116842,5295,3815,57610,23239,5164,4174,7079,81565,23644,9135,9645,9990,148170,10775,8549,3227,359948,1657,6327,337876,158521,57599,57713,10528,3294,2146,6233,25925,50861,58487,2559,84890,1408,129293,26085,147111,115827,1063
D002995	19	51129,1374,6387,1548,1558,1559,1576,123,5465,5467,5468,5947,5054,54658,54575,54659,54577,54576,54600	54518,84898,844,9604,28526,283459,5531,57180,79866,8864,9590,3346,79745,4291,11000,286,27177,3908,51285
D002994	42	19,8647,213,335,682,857,6347,890,983,1019,1356,1374,1387,6376,1543,1579,1956,2641,3091,3156,3458,3553,3630,3725,4023,5595,4318,4547,4602,4609,58488,5340,5465,5467,5468,10891,5970,6256,462,6647,7018,7040	220988,239,10554,83881,144348,285464,4259,84647,84693,54808,5683,1675,388228,864,51705,26747,23076,173,7755,10648,23033,3040,57597,8930,10230,10628,8320,122525,1036,91683,85365,84679,58484,8034,83939,65998,10494,8325,9218,56848,10810,5456
D002991	2	8647,2950	794,29988
D002990	6	4363,1543,1576,1577,2729,8856	10062,23710,1057,222962,4351,56300
C524250	10	581,596,598,595,3569,5777,6714,6776,6777,7422	117532,143279,3934,3112,10648,6909,3206,6591,79813,131450
D002998	2	3576,8856	8514,192669
C037925	2	367,8856	4584,8707
C000597136	4	196,847,1543,10891	83660,84547,81609,10226
C025034	45	30,10551,231,8644,653145,379,558,3491,10519,1365,1612,1806,29940,1999,2059,2065,55500,2273,2314,2517,3091,3265,3385,3439,3458,55540,3960,4602,29922,9180,5311,5318,51196,5352,5567,5834,6117,22800,10963,7003,7031,7057,7124,1890,7298	22955,3217,27250,3213,4507,3669,6861,90381,23209,54620,54495,51599,150274,1943,10747,5619,8326,11275,26062,2274,53343,8754,3375,1514,9901,8823,6461,23592,645369,200942,387357,80347,2802,51450,6514,9798,340152,10071,1269,8836,128308,406982,85365,140739,4703
C089549	5	2099,2100,5241,5468,7068	8294,3310,91947,197370,64170
D000077322	4	176,1300,3383,7124	9399,201456,5062,90933
C026219	2	1401,6256	5784,83852
C122128	2	1066,8824	23353,10068
C026211	3	23173,10988,7532	171586,79090,55509
D008063	45	213,581,596,836,841,842,847,595,948,942,1270,1544,1557,1558,1559,1565,1576,1813,355,2729,2730,2878,2880,2936,26762,3162,3553,3569,3630,3659,9817,4322,4314,4609,4780,4790,1728,5447,10891,8884,6622,6772,6774,7341,7296	4914,5935,8089,54892,100169890,53842,64225,6836,79982,85464,1352,10406,3685,131669,43,10,83667,3586,340596,5547,22824,80317,84932,6169,6829,54545,138307,6045,8731,79843,9917,54920,29951,9694,114785,55814,10424,3182,7429,29994,959,7092,9488,256356,51056
C054672	6	836,1642,5594,5595,23411,7507	197259,51454,4940,4976,64374,1299
C487850	5	1543,1544,1545,1559,1576	55613,6610,10570,8357,10090
C056933	39	57007,183,581,840,6364,6351,6352,1230,1233,1026,1365,1364,2919,6373,2920,3576,7852,1545,56616,1786,1788,1789,355,50943,3014,3592,3569,10765,8242,4254,8932,4193,4586,727897,100506658,142,5054,7157,7357	5532,137970,1607,124221,122876,5319,3918,151056,10370,56882,490,29948,27031,27246,54475,2632,1549,9765,56890,10384,4153,205564,2109,253738,5929,30820,2355,136,7287,7137,4004,4300,3356,23152,212,54512,9271,1590,10361
C059483	2	1576,1577	677769,56654
D015759	111	60,133,10109,468,489,60468,597,796,10645,836,841,6347,6348,6349,6351,6352,900,22948,960,1604,969,1015,1072,1201,1291,1312,1390,1437,1457,1487,8065,3576,1786,1806,1846,1950,1958,1959,2123,356,2353,2355,2675,2688,10578,3030,3035,3055,3074,3091,3146,3312,3458,3460,3586,3553,3558,3559,3560,3565,3567,3569,3662,3725,3783,9314,1316,3837,3845,3936,8425,5605,5594,5595,4609,4745,4773,4780,4792,9111,4854,5163,5338,5366,8228,5451,5452,5515,5516,5588,3516,1827,5966,391,8635,9092,10262,6503,7922,6520,6648,6786,7040,7124,7133,8744,7185,28951,7442,7305,7431	55361,23334,527,49861,55929,3488,23463,116840,91966,114780,745,283463,55326,26206,130340,23185,10454,5768,64343,2705,23769,5334,11345,9429,4131,5990,55066,8076,896,56265,123722,2849,55756,3881,51454,494336,9749,7507,2837,9948,1793,131375,5369,4648,79101,1278,51566,4665,363,348932,1716,10954,2953,56924,55789,27,84133,8505,64422,25807,80267,2122,1618,27030,6038,3108,55761,55654,64506,1303,2357,7038,5717,92140,215,25,7069,4879,8504,138050,6003,161497,117583,23112,192668,3223,2706,1116,2230,84688,64754,23269,79763,60490,9942,5420,84419,442862,57181,50814,409,23301,9188,80235,374407,1984,11329,22850,1991,83857,126147
D015029	23	581,596,595,10370,1392,1906,2099,2947,182,5594,5595,4846,5311,5579,5580,5743,12,6462,11254,7031,7043,7222,7225	7389,83988,284415,79689,30837,5456,79833,65078,23767,10268,197135,7004,10072,3340,8694,65975,6767,4091,54962,7379,3074,684,55153
C062669	39	8647,406,572,598,627,664,836,9575,4513,1345,1385,1407,1408,1719,1759,10059,51024,2539,3162,3553,3569,5594,5595,55669,4353,4719,4780,1728,8431,9971,5187,8864,5970,23411,6648,7099,7124,7153,7385	10911,1187,91612,4218,11345,8653,4204,25912,56981,23609,125111,2048,57146,9223,8702,9801,56910,6497,55972,5678,11174,7476,55676,253558,5545,55332,196403,80263,54715,4126,9891,166968,6173,346389,1259,3360,25959,148979,293
D015025	209	4363,1244,8714,9429,1238,56999,57379,213,229,249,64682,55107,348,367,427,80150,64756,581,596,627,636,332,662,672,50854,760,91768,10753,833,836,847,6366,6367,1230,1233,29126,1028,1029,1050,1051,1052,1081,79094,9076,84518,23603,1437,1474,51596,1523,6387,3576,4283,54205,1588,1543,1544,1545,1576,4051,1644,9249,55715,1891,2037,55040,2065,2071,83715,2099,2100,55224,11170,64855,252995,2348,2297,2302,50486,8811,81544,64785,51022,2852,2886,9687,79792,145864,54626,3017,3096,3157,3151,3172,51171,3303,3304,3315,10410,3479,3486,3489,3596,3565,3566,3569,3615,9670,3754,3762,222658,4254,3872,3852,7044,3956,5603,4192,4222,4240,9927,100507436,4288,79083,4313,4477,727897,4609,4615,10499,252969,25791,4830,4851,8856,2908,8204,4902,10439,56944,5133,10081,5208,5241,51131,5292,23236,84898,5432,5468,63978,5576,11098,5743,55647,5915,11186,221662,5947,26150,116028,10325,1903,54581,5054,6477,6510,1317,25800,6520,6533,23657,8140,9353,6591,90864,6713,6783,7018,7033,7039,7054,7057,7068,26277,7098,53346,113452,8718,7138,7161,8848,25987,83882,23554,7291,54658,54575,54577,54576,54600,84135,7422,7441,7476,11060,7494,9203,51364	2814,126520,4242,28951,56676,5480,9947,5354,3875,133,594855,55652,4948,8850,57054,6146,81693,286077,1666,4841,6059,9075,6621,2049,1515,80070,79858,51742,256979,257397,26168,3355,79652,3475,164684,51593,50511,4731,170825,56907,9514,348654,84944,221154,23177,724102,388325,55330,64089,2825,51256,9287,5824,10127,965,54867,9911,9510,115939,23178,9716,133482,39,10665,2051,4054,79191,151742,29951,57414,9054,144715,57467,23398,92129,54097,3933,5375,6451,10926,3965,14,23067,51716,10367,10042,51642,7165,374569,3150,5507,1386,6709,26000,8570,9312,8881,55188,6315,2350,8514,375318,57619,2181,7402,27292,3638,84690,146712,79156,64789,5104,2149,51070,57658,10594,4504,79753,146862,7784,23270,79660,124,80095,196541,11113,83417,27255,257106,2801,10015,10657,119504,9407,56342,165545,2158,200407,4646,23541,158584,22899,5031,58517,85313,9744,197131,3849,53,27329,55773,6938,9677,984,29114,5830,11059,1937,51366,9901,2796,55502,4904,286527,23345,4005,6737,65123,4836,8780,7564,122402,162979,55340,22987,113091,567,116519,7408,83861,84866,64220,83690,114880,5318,6361,8001,5601,55293,4775,23054,79763,1351,123096,346,10455,81602,4781,23499,2295,6386,8581,116461,92126,81029,7337,51160,22806,4710
C505646	2	79924,11318	89846,132625
C073316	6	196,836,1543,8989,162514,7366	114908,23474,7091,729,307,203286
D000266	2	1080,5729	6003,64902
D000596	9	3091,23367,2475,26986,6161,6224,6194,23411,7422	6080,83932,9096,1968,80765,80323,1111,9687,5697
D011458	6	4363,10257,51738,2946,2947,3569	5050,8737,57119,51293,25893,2104
C113861	9	581,596,332,836,1499,56616,355,4792,5970	116984,10874,115361,84062,27004,11191,55737,10230,79728
D017886	3	3553,3569,7124	51002,171568,3821
C037341	2	4780,7295	3763,3995
D008298	8	4363,9474,595,2932,81631,2475,6198,8878	2172,6894,10106,55432,7294,10936,3162,56180
C008352	2	213,367	84665,8675
C005273	80	5243,4363,10257,10057,196,1645,8644,249,317,396,405,578,596,598,836,840,842,3576,54205,1588,1543,1544,1545,1557,1559,1576,1956,2099,2100,2539,2877,2878,2880,2882,2936,2954,3162,4217,5594,5595,5599,5601,4318,79923,4780,4795,4830,1728,8856,142,5226,5241,5444,5052,5578,5579,5582,8842,5664,5742,57521,6462,6476,6513,6523,10599,28234,9021,6657,6774,6817,6818,7124,7157,54658,54575,54577,54576,54600,7366	135935,2255,266,11074,1384,54800,9542,122809,6748,5119,6975,55785,100505385,4308,51303,7917,7336,6950,613,9429,10514,9784,10589,51364,26277,3400,57708,7137,9411,5542,56853,1798,10568,3209,60436,2844,80273,10488,283150,1393,201294,800,79661,83658,3094,10370,550,112399,6045,6155,55449,7301,26515,155054,92675,6789,374407,7251,51733,9612,10127,58155,113174,55230,64114,55578,5832,9659,27131,1316,51522,55014,9841,3738,1558,128486,9852,5689,78994,219537
C005274	48	183,581,596,632,652,836,842,6352,595,1017,1019,1026,1499,1535,54205,1585,1543,1544,1545,1559,1576,1719,22943,1950,1956,355,2936,3265,3383,3458,3553,3569,5594,5595,4313,4318,4504,4586,50507,5970,860,6579,10599,28234,121340,7124,7157,85480	57105,55716,7126,142680,3860,157855,29765,8853,64855,7567,10450,119710,5130,149986,3161,8895,4625,2332,5343,2744,3071,7042,23017,54957,56731,55714,51068,93663,56853,60506,50832,5896,2013,25830,81545,56957,2537,245973,56920,608,1215,113746,81888,23360,51602,23317,7533,342527
C002055	5	890,595,1027,7157,10628	91807,3126,79876,6439,6894
C009006	133	14,9619,64240,38,59272,302,307,8906,27350,348,115201,493,572,23786,811,813,836,1005,8851,1051,8534,1181,9022,29894,1394,51232,1444,1586,1559,1613,11258,54541,3301,60678,1956,11117,2232,2326,2328,1112,8522,2622,2686,51022,2798,2842,2879,79807,2947,3005,8843,83933,9709,3091,7290,8352,8370,150274,83693,3320,3549,3619,3625,27133,3861,3934,9663,84918,4043,1241,389840,125997,56890,4193,10198,4352,65220,8774,8509,123606,23363,94103,5007,64761,5091,83259,26025,5111,5154,5318,11145,8605,151056,23236,122618,5458,333926,5523,5613,56984,5746,5777,5947,6239,6397,462,25942,162515,6572,116369,55630,51151,6528,9056,11136,79811,6615,6697,6819,64518,7079,64114,79838,7126,8718,9966,944,7171,9321,9319,59286,7392,331	10961,3146,10529,115106,1727,6611,8795,221914,65110,11240,3097,63027,3765,343035,57231,2995,51726,92359,57292,4485,3070,1485,58498,59,3675,6236,92714,83667,63976,1998,954,6992,23452,84643,9382,7343,3306,4674,3916,51024,51227,57611,10404,3950,7482,5058,2241,29122,22808,8653,1656,5273,950,25976,100124700,2578,155435,64327,2178,4864,80712,2735,6344,55872,258,7767,10214,11009,8639,6432,11031,5241,11063,7089,55638,55471,6005,5998,347,51146,6716,57176,6095,80742,117144,8776,126374,55629,10881,9487,441024,6867,211,3915,92597,9140,55211,1508,79833,3362,10452,7429,149041,6928,162466,23484,8660,79017,57096,94086,9873,9127,50617,79987,144195,256309,54165,23179,51241,124583,130399,388325,8910,8819,10008,3671,3284,51805,1952,29957,5223,1757,54998
D000068876	40	19,335,9140,64422,9474,10533,8678,836,841,595,901,1312,7852,1588,1543,1545,2099,2100,3065,3156,3157,3422,54800,5594,5595,4318,2475,4864,142,27250,5332,8737,11035,6198,1901,1903,56848,6713,8878,7157	84365,5471,7146,6386,23677,6656,118924,9409,343,4610,1054,10712,5137,9839,9516,54913,26470,6159,92935,574412,9821,54940,197135,22999,310,669,9194,8532,92359,132112,57120,8402,11221,5871,5286,10096,10432,2239,9788,30968
D008454	3	2668,6571,6532	5187,65010,65003
C018912	2	1544,1559	64320,1770
C052901	3	5243,1576,8856	3422,79017,90070
D018684	2	1080,2741	5709,3118
D018682	3	2554,2559,2562	79710,1427,5408
D018683	2	8001,5732	270,415116
C047757	2	3576,7850	2017,729967
D008900	2	196,1543	147199,3770
C551429	2	3576,3162	5457,552900
C049346	2	1557,64321	997,11342
C014416	2	26291,8876	51574,83693
C011421	19	60,1646,213,6351,3576,1660,3043,3162,3190,3320,3303,3312,4000,4627,4854,1728,5315,5366,7422	11325,3835,10965,56142,4892,23480,11270,1877,286204,23555,9631,130617,25926,8872,9718,128869,4148,23544,7025
C027309	5	196,1584,1585,1543,1544	23070,1606,91522,10447,100302691
D056604	6	3576,3290,354,7031,7124,7422	3766,9436,26575,366,4700,81671
D009173	47	213,367,466,578,581,596,836,1027,1385,3576,54205,1543,1544,1558,1576,1577,2099,2100,2353,2932,3309,3458,3558,3569,22914,4067,5594,5595,5599,5601,4137,340719,9437,9436,259197,8856,27250,5241,5578,5970,5997,6194,6582,23657,6776,7067,54600	113179,4105,55571,3320,340554,85495,84992,23450,5623,9837,10277,117245,64857,81551,152926,6647,54583,1271,9049,25876,376497,120224,1203,55840,3046,27249,4775,1432,7025,725,815,58504,26017,2709,388531,9892,114134,84661,26515,7044,1984,22875,113146,6135,3298,3054,1730
C063287	2	8647,28232	10869,360205
C586365	2	2271,6390	22999,374946
D016597	2	1719,3845	3913,1528
D000069997	4	581,596,4792,5970	53345,10388,4640,11178
D016227	2	328,6822	367,624
D016593	29	5243,8647,581,596,835,836,839,841,842,3732,1026,1027,1576,1577,1956,3586,3596,3558,3565,3567,3569,3741,3753,3784,4830,5741,6194,7124,7157	26073,5716,57669,100507249,100137049,3131,2023,80728,54734,6125,11276,2331,169792,282618,84233,3174,56980,92259,3652,10818,826,83442,54458,22936,861,4659,9908,10316,134728
D016590	8	890,11200,3014,5422,5591,6256,943,7518	83394,9299,286256,79155,283489,339287,8555,4016
C025451	28	59,316,475,836,1003,1491,3576,2335,2937,3553,3558,3565,3569,5594,5595,4313,4318,4846,142,5743,5970,6093,9475,4086,6667,7040,7124,7296	135458,127,9425,56154,2483,4772,7703,3033,10111,57092,89886,755,23456,4736,220,51163,5790,4891,29968,84449,51314,200407,10865,430,3042,11280,55084,54466
D007069	197	5243,10058,23457,9619,63874,2180,375790,196,205,1646,220,226,259173,57763,9639,440,468,6310,9212,551,558,567,581,586,596,632,8553,664,7832,10645,833,842,9134,901,1026,91012,134147,9150,1491,1075,2017,1543,1544,1545,1548,1562,1557,1558,1559,1565,1576,1577,1649,54541,10521,1606,1745,3300,4189,23268,54344,56940,1942,10209,8663,2000,2005,2026,55556,57634,23265,26263,2235,55640,8061,2617,2729,2730,9518,53836,54112,2878,2936,2950,8916,3091,3106,3135,3304,3376,3423,3482,51141,55846,3688,23522,55818,9817,3866,3880,3909,29995,26046,4097,4193,4199,3140,4502,92140,51537,9918,4739,4780,51199,4886,1728,8856,9315,84284,9891,29948,5033,53354,5151,10954,5163,26227,23612,55367,56937,5420,5447,5468,8496,9360,8493,9055,5565,29968,55269,5831,5836,11031,117584,6016,6018,6738,51065,50484,23223,65117,6301,29950,27244,2810,6478,10572,84561,6510,6513,6520,6536,8140,6651,80176,8878,79644,140809,55959,6888,6897,6916,7020,10245,7099,160335,25816,8795,8744,7150,7153,7157,9540,94241,10906,51499,23554,7295,7296,9960,7407,7453,126820,80014,7494,7508,64393	8862,115761,5982,79783,51360,10553,4580,51267,146456,51257,57493,3795,375567,29796,84705,55660,5501,57154,1108,408,9453,7360,1384,6347,9843,80704,129787,10869,23604,3587,22986,9271,10671,146713,4041,93343,26354,10175,7317,9941,79155,154807,5276,8408,10933,177,23552,8048,10800,84530,80129,10125,54757,200424,201294,9623,80018,57520,29933,8864,11284,1553,51780,374407,8786,8797,432,57088,57804,130340,27287,57554,2494,84062,2002,5198,56928,51575,9696,4863,5024,4884,10617,23787,827,10845,3170,9580,51028,8225,55211,476,121512,4084,10241,8092,54209,10846,27177,2483,10923,278,83605,5021,7102,9169,55844,84988,56906,5250,84986,79873,83943,3440,10892,5194,50511,54867,399959,51112,90523,140459,94134,51538,56648,55284,619568,81552,55534,85359,4703,7791,2717,406991,26050,729873,11283,203523,2038,54600,2356,9320,55654,57410,10067,283149,2067,5518,6863,150094,152273,5430,5816,114908,165904,23395,54927,114799,79005,643847,113189,9862,6867,1981,64065,8467,6814,6204,147841,9663,51027,643911,54504,79755,3628,6272,79961,79191,8694,1006,23279,9365,65268,83746,2650,64800,92342,10581,26229,285955,54469,85464,1508,54799,146862,7515,379
C072379	8	8647,3576,3134,3140,6564,10599,28234,11309	6132,7204,80271,4092,81894,5906,54796,8100
C008971	5	10013,23411,22933,23410,6528	4515,7112,27006,29071,5788
C039614	14	213,26,6347,3576,1543,1544,1545,2184,3553,4790,5970,6548,6428,7422	147138,4586,10733,9898,51547,84928,114780,84105,29841,145864,51231,6785,2618,285704
C005498	2	5468,54600	54869,1490
C005499	26	246,581,836,841,842,6348,1490,1511,3606,3553,3565,4067,5594,5595,4170,653361,142,5423,27343,5468,5743,5970,6714,7006,7040,7124	26769,406991,60675,51231,1277,134510,10555,4751,8906,57493,92126,154075,50632,1973,115265,4753,55897,126123,8034,84444,23133,6555,146330,10460,9945,5688
C039961	11	317,581,596,836,840,841,842,3725,142,5970,7157	80824,11118,84056,604,64318,6874,9085,7280,63898,11197,3590
C411188	12	367,572,581,596,836,841,842,1026,3569,354,5743,7157	6717,64750,4927,3586,51552,5553,25907,744,3354,51522,23369,4343
C030820	6	1548,3356,4129,6530,6532,134864	55565,197358,154664,55293,104,27434
C001381	2	1548,54600	345611,9454
C119032	5	835,836,841,842,4916	4240,1306,7156,6584,80736
C116926	87	11095,247,284,9068,301,306,8416,316,9411,718,55799,6347,1000,1001,1041,1191,7373,81035,10321,6376,2919,3576,1544,1823,1910,2042,2051,2119,2167,11124,23017,2317,2297,2487,2625,3248,3552,3553,3557,3569,3642,9358,11278,3977,4009,4118,10982,54799,4208,4223,4312,4314,3140,9219,254827,23114,4842,64067,4882,1728,5297,5320,5327,5371,10631,5396,5733,5740,5742,5743,5921,255488,6319,4068,9021,6648,6774,6863,7004,7037,7078,56649,3371,7124,51127,10100,1462	9446,54821,4026,23532,51422,25894,26273,50508,5058,22900,11316,11186,7349,91977,1773,84844,53981,325,9967,1120,27071,30968,80895,486,10933,2149,4778,2735,1003,51116,129450,7298,5457,79915,130916,2011,4359,7781,338324,23594,944,2972,402,5264,3936,283209,5535,7805,10475,9421,2954,22949,431707,56344,5420,115111,10861,7477,57580,23138,219699,2182,51622,5142,4528,11282,25818,170691,51663,80168,3605,5100,36,53405,3458,116071,58487,29888,153443,169166,26816,10148,3808,339287,55573,171389,4855
C106335	24	51129,6347,2919,3627,2921,6374,6372,3576,1942,1944,3091,3569,3952,5594,5595,5228,5328,5743,1901,8877,81793,7127,1890,7422	6098,89910,420,7554,23408,6742,79104,5030,55615,54814,284273,7146,79805,3918,51725,58504,11253,56172,58490,80254,6863,92675,6657,23511
