id	num_of_genes	pos_rel_genes	neg_rel_genes
TCTGATC_MIR383	42	8727,55167,1112,2562,5935,961,11182,6430,79109,79727,29123,7422,5937,55095,30010,9201,2140,3178,10912,114134,26258,114569,10175,6660,114815,10625,196528,54926,56886,3188,1285,4218,9972,6472,2034,27253,10143,3659,4760,121340,1733,57862	5652,51134,10105,1810,972,66002,5718,27342,201633,84572,7041,8556,10723,23138,54828,85004,2847,23395,54822,56987,6309,127534,91768,10713,2564,27175,4632,9375,2670,54737,197021,84186,220082,124935,30836,50616,8840,2039,80303,157506,5082,3752
AGGGCCA_MIR328	65	8828,57716,55964,10432,51742,1802,55366,51246,56924,6487,6513,3014,23236,50807,10554,9792,128178,1780,114799,6327,53944,23384,139728,6664,10865,4204,5292,51804,8204,22865,10420,10197,375704,11326,10123,2245,4303,7534,65264,2908,142685,11102,57794,11273,2823,6235,54861,340554,57695,283375,2120,9001,23090,5324,1788,2101,23038,5780,79807,2334,1809,3678,9706,54715,199731	9627,6737,58189,4215,201633,29994,22937,5583,160065,3780,3030,3164,135293,128239,4140,2135,10806,7570,4046,79728,11270,80351,54850,115362,64411,54806,51109,5458,11101,4760,9361,11279,2779,114,51655,123624,51466,148170,29763,81567,6496,84100,6461,90523,51279,4659,1105,11063,57057,6925,578,406,8409,1412,10131,54583,5423,114990,81544,10888,4094,1351,2009,1871,51090
WTTGKCTG_UNKNOWN	429	7520,84962,4052,5648,5528,6102,10492,10236,6095,26122,2923,54498,27257,10449,8929,2628,56899,23186,8320,710,114781,5833,3172,25946,3381,28958,51105,64881,23019,54972,55756,116985,6925,23580,3111,5521,6935,2103,3040,27253,5111,80705,3021,7093,473,57610,54329,60468,57628,51317,10301,11341,10101,8847,29946,8125,284,23235,51430,5912,367,8427,25921,5414,23394,7088,10846,9844,149076,8148,8349,23613,6272,407977,85407,9185,10956,3099,7580,4610,10243,60495,9497,1618,2108,7479,255626,827,1995,1996,1374,11043,140733,9770,84188,2674,79842,1008,1848,4041,7514,9788,122953,55885,27148,7043,4007,8742,7546,60481,23219,10424,26207,11273,3752,81551,57026,8289,57492,4684,3087,3091,6495,1277,3925,10347,3146,92949,2746,6793,115677,51523,83667,4211,7182,51397,81577,9839,286204,91574,79694,9468,9618,10294,3899,9709,116154,152110,8463,7005,27316,9423,1026,1027,220441,8913,777,9734,8355,54874,64579,5926,147906,5076,387597,6188,54820,23462,2957,79893,5189,7849,1741,139324,3615,23648,84944,5015,220296,8091,54704,10098,254428,375704,221037,26470,55743,5763,3060,8462,22885,4693,7431,999,81794,84181,3183,54823,115703,56896,3670,57134,117154,25836,64135,79618,1879,3400,51320,84206,10468,5861,6431,85300,8729,25928,51735,64798,153090,1592,10010,6427,5549,3280,27289,117155,4335,3037,3918,8848,5064,1119,163589,5949,4661,9761,813,4891,54437,5116,1756,3206,64211,55787,55534,54880,4330,114879,79955,8609,94032,4091,138046,54514,4825,1747,4854,1746,4915,9843,10661,654,90864,113791,8829,9798,5869,162515,5468,8470,1836,23559,23558,222894,9530,8328,54465,23253,29123,56521,4846,10371,1718,23126,7536,8924,1178,6586,219539,54910,50487,8499,115827,79725,9960,65986,2810,23152,5127,9572,9409,225,30012,3195,593,348235,4168,6910,10897,2892,66002,6774,57704,4222,9521,57633,54734,10432,805,92259,55964,83541,81562,9643,1382,2258,10675,57332,1462,10884,5411,7472,3223,7471,55904,134429,54187,7473,114789,93649,7074,81894,116448,7475,83741,8404,7743,6792,28992,7750,3233,5684,64320,8165,11217,80144,22850,64795,204962,3198,3199,55771,5691,151887,3205,23332,85458,54859,27086,93986,10165,5252,64359,3218,1468,84552,253559,57716,11281,1406,51084,6999,129080,3837,1911,6663,81846,9378,57369,11065,84458,64377,10043,10197,4804,51161,4709,10129,1266,800,8239,2542,1500,10814,5098,7168,28951,4215,745,55280,81855,55334,5456,114299,119391,55630,8503,5295,22893,2078,2079,55122,10277,26118,8626,339983,121340,10162,221833	3239,10755,4701,85479,163,80146,131177,9479,8050,81566,80142,23421,168451,80740,10257,3236,1778,23607,2535,1124,11072,1267,5832,51573,6827,4594,6093,84376,2235,404037,5255,256281,57731,55084,197021,8972,795,1384,5155,8331,7051,3232,10809,50506,10499,2833,9669,5693,91746,5330,6674,9451,9245,57453,348932,2676,8971,54165,11014,1553,3006,6722,8741,5745,55794,8532,43847,3770,6783,83959,22876,4193,23360,5998,50853,5451,3995,2099,57231,26002,55293,10279,5460,9619,5348,6561,4314,51616,6595,196883,51499,8372,169166,3613,54765,661,6366,6991,26130,255877,6224,1871,4139,145864,595,113263,2492,29115,29883,56475,2262,63934,1039,5653,84545,3547,10235,54959,586,5213,653121,51207,5567,55571,23619,5619,5140,7047,158326,8446,92399,55971,57381,4862,1390,84193,84280,23710,9776,9589,54831,55074,10898,51179,58538,5687,114815,1121,57863,6676,5683,9126,128866,23065,116135,56158,84300,79004,1621,4616,203286,6445,8997,11127,7392,8643,2044,2643,2591,57178,60370,2547,23154,27334,2122,3977,3038,7273,10621,58496,83690,145258,79735,133418,6711,10052,140886,2,5699,54212,56241,284252,64116,80095,64399,5464,104,7341,10253,2845,10606,92483,3166,1362,956,6010,51096,3309,3297,3975,64094,2239,27006,3120,5519,171023,79582,2909,767,23093,57509,10220,64388,123811,3692,5159,23310,341019,26168,26112,9679,4170,900,6767,23650,4084,6169,29780,9569,9978,5396,55294,1012,3660,4881,7555,112802,282617,6387,8896,22918,255061,22841,306,90019,10312,11244,16,98,81606,89869,3054,6367,3284,84518,80758,143187,80153,112817,4000,43,117289,90139,6152,1813,78987,55611,6633,127435,6197,1672,10462,64856,83733,7531,6513,7534,64849,2879,3601,1633,5922,3766,23380,25800,23569,1385,29970,8655,55591,3009,4985,81559,51022,63826,221687,84446,9313,7569,252969,4690,3604,6184,27327,140679,54509,26519,53919,27115,10013,2256,116519,8456,55,10653,23032,5716,80128,122525,4675,3069,55905,84630,632,7275,22802,3821,23424,55034,3788,10741,5481,8312,162681,9777,55315,5728,5372,4807,10095,1394,9295,2494,154796,6392,7360,759,7739,4889,57151,57590,9129,51614,114801,8153,252995,4302,2764,8799,3726,26872,50855,55972,150465,10721,6598,114900,27033,64073,27345,4621,6520,5650,57799,11097,2029,9542,64218,146225,55000,22906,6262,8844,51678,9162,7086,3479,8745,283209,25830,4287,23303,58189,55612,9487,10988,158,1233,8867,2956,54902,9531,57599,54505,114814,8476,10082,27339,55156,23163,11216,3298,6248,9306,55341,668,55867,22873,9338
AP3_Q6	208	51214,9324,5218,5648,114,4358,11167,6095,93273,51352,3236,6431,2313,8301,11060,8645,54498,11069,8875,84239,8929,23671,283248,4624,6426,7050,27289,10577,10472,57530,8028,23676,7799,114799,2066,599,122961,1756,64211,26468,11141,2571,23446,140890,5324,2620,10482,4086,1656,64241,4916,57556,64240,7227,4915,9628,85397,653,55084,56142,79718,22928,8829,2128,4604,2742,23559,26140,3769,1909,56923,9531,9528,9824,7087,5413,10368,10369,56957,10608,8148,64324,9095,166929,84696,4756,55022,2115,55698,89777,84669,1837,26154,7479,1404,221662,3720,1993,5737,25980,4035,4223,26526,90423,57633,27302,4004,57007,5140,8573,6198,2258,2028,57159,80128,7473,93649,5069,8633,10178,54033,284076,196,5682,9448,10949,10420,4237,56676,3069,58533,7335,80319,4212,3727,7379,2335,93986,166785,9397,57804,23469,3217,9547,344148,64641,3216,8904,974,3096,4638,285381,6869,55114,81848,94134,57584,79960,2936,127544,81603,51517,10318,10928,9369,5015,10865,51678,5101,8139,5100,4154,200185,79677,4308,3226,1981,22843,9315,2081,23414,151742,221037,219988,5977,50805,161514,60485,800,153572,29896,135228,1500,59335,5456,55079,2672,84181,348654,1286,1285,2941,9631,23213,162681,80320,121340,1398	131578,23139,51350,5581,10946,57369,51006,604,6904,7022,6662,1479,5602,347902,128817,64782,10576,10791,85300,54760,6678,1776,5454,317749,5594,23054,5578,7917,29119,9749,1015,57060,10058,128869,23304,147945,25836,1906,4998,248,5452,29015,864,10880,64063,3622,63904,10956,394,79866,84950,196403,114899,97,3617,202915,7462,25996,8556,64359,4975,27019,11051,6887,8309,2823,57459,80325,1406,7993,11281,9322,10644,84306,84364,1821,79896,5444,152100,86,1191,5305,10614,1145,255919,147323,140732,80067,220296,7916,64919,5297,240,5217,3437,10236,374454,29775,5547,10643,79969,81858,23558,57120,55037,793,81031,56882,51196,80312,2986,80324,7780,27254,5756,202333,29841,9645,7276,728642,1969,54361,360,9770,147409,317,54207,58985,467,9885,9457,4952,8204,54957,29923,130749,2051,11056,57109,2542,4435,9811,3141,55768,3034,29957,9616,6193,253152,56301,5003,92369,83990,27111,23451,10110,4342,113263,2896,9478,54765,770,10194,4643,259,162540,8999,64968,51063,8760,221150,267,51378,11079,59343,43,5510,80169,5376,381,5317,3003,49861,1654,779,27023,79102,1781,92579,6692,4811,6557,2185,22836,8402,5770,9180,2712,9748,22941,9732,94104,170506,29950,3752,3831,114784,6102
LYF1_01	220	4208,51214,2660,5528,6280,10379,84937,5339,7355,10521,492,627,2313,9499,10735,10972,5308,5916,6093,54875,5792,1949,4146,26257,3280,9043,151306,27032,340596,6261,3290,4335,5159,6781,10783,1778,9507,83758,55103,28955,79800,23440,220988,383,10435,51362,26058,124935,6927,6925,10602,11141,652,2819,649,171023,56950,5274,996,1969,1746,23224,9912,10218,10586,3772,84445,54329,8829,2128,30009,8936,5468,3766,10313,54620,64132,29946,284,55503,53349,22899,2913,2783,8499,5469,4303,2530,4826,22807,54566,2823,55759,23291,27022,5922,26136,1404,2664,3720,54413,1012,5138,54796,54715,2674,58499,1848,8535,2255,1984,2258,3142,8995,1760,443,80317,93649,5816,3222,6522,10019,3750,84676,5565,22895,3590,7138,8914,10949,7916,79026,1814,79651,6657,1349,659,79652,3691,64319,51523,51046,4211,56886,3199,3200,27254,26053,23332,8445,84084,4857,2683,5992,5775,3673,8463,50944,5045,3211,144165,220441,3218,2744,84107,92162,8735,9584,23164,3613,9746,3489,10252,9132,2719,60529,5330,4720,9542,9130,1740,51447,30062,80758,51678,1020,51170,2138,3227,2125,10499,53354,8099,7481,4900,50805,5977,151987,124975,153572,6866,59336,3480,8416,4440,64116,2026,5455,55504,79005,4956,7014,22893,5355,11235,9441,51773,5368,10290,29895	10769,285513,57468,29953,84309,8626,8087,958,5511,283651,2563,9960,81577,54726,221,1427,163859,6940,23603,196528,79733,116328,6535,134510,79717,10047,6429,4322,3850,5230,80177,344148,694,1299,4925,55715,1524,4660,56995,161253,22926,1856,64083,23660,10658,50837,8567,4292,23710,84268,113802,10699,4666,23037,3170,22904,6873,3508,793,2644,10947,55004,55677,55679,3006,9572,9603,1105,9487,6248,55294,135228,5836,161357,355,51504,2893,11057,6944,25852,582,9242,5764,9573,4052,9020,284427,820,1660,11013,7570,221687,23096,9348,2537,113189,153090,283149,25929,4010,145553,7251,9941,9476,80150,10723,477,9811,93986,55745,10109,2206,6786,84958,5864,2559,1371,51278,222229,22843,55227,8894,3037,10666,5255,9465,6638,144195,22834,3070,55340,10286,26268,197131,5481,55811,2263,53981,4082,94032,2119,9989,220082,2488,1995,3157,57556,6620,23321,51279,1295,8878,2986,23335,1329,11131,80303,10418,8788,29802,27284,4212,9971,666,1440,54971,9885,10622,80790,2824,5989,22837,57659,5297,79618,8559,84957,54894,3554,5581,54793,162681,64327,3192,26470,7371,2863,57799,83875,153562,152273,23072,54733,50650,6304,5151,112950,131566,1212,417,64478,81502,4608,1410,494115,11073,9739,8899,1208,4856,10324,10485,50509,116159,8721,676,1265,7153,200186,7419
ER_Q6	230	5648,5228,23439,10468,5978,5339,9733,8301,8540,11059,22903,5914,5874,5609,5607,1300,80326,673,283248,9475,23186,56751,84858,6295,3954,11095,5597,10485,23676,5376,85377,226,2734,4792,381,80179,3759,116,124790,2572,55534,1788,2103,10658,146956,23277,11219,2104,4825,130497,7763,7227,29970,5465,3772,2670,57158,6574,9687,22849,8470,1616,80333,10645,84557,5250,22992,6576,26137,7026,7025,57826,54922,58495,63924,91663,56957,2583,1158,91851,57715,168002,115019,7484,2778,57171,92140,261729,9575,27133,10956,388531,9167,23152,677,25788,9821,9497,604,5563,30012,10156,7478,7479,55812,55361,6911,51701,57555,1740,54882,1996,27123,1846,51807,1845,256364,4223,1014,9120,9945,50617,64753,5155,2162,26287,29979,7546,163590,54361,55904,474,7473,114770,83874,4015,1103,6304,8835,11163,463,57532,7552,1345,23479,157848,5923,7022,7474,54407,51725,659,4947,51686,2846,146057,79639,3202,3696,5017,84324,7008,57447,10021,78999,55000,4023,11345,8703,1917,339366,204,10452,8521,54708,84889,5252,8904,11080,8556,10335,57104,7425,9807,2239,10253,10048,6665,84171,84695,4719,81929,284098,84066,117248,9079,27288,523,284161,2081,23412,762,221037,314,139411,6094,2288,6934,2827,7170,54926,59336,9491,4862,10237,1641,84181,54805,54838,8707,4130,10761,6320,6555,7511,27130,3781,51652,80320,6709	8654,9111,79692,11020,5294,57478,5584,23530,57054,2219,94,23077,4632,25796,3614,51268,55858,83886,3630,9524,5690,7223,7349,622,23451,1062,4436,7037,2729,10864,57124,1733,163589,348654,2712,1969,4173,114788,1879,377677,51119,22885,65018,4884,55080,7879,57092,6433,10016,6010,4714,9839,30008,6708,867,5213,57610,10214,55135,51312,765,2256,51060,5156,29914,473,10017,23059,79159,6518,26585,79798,22944,10067,23196,55760,9501,79816,6595,1230,10896,22915,54577,1406,4093,2137,283209,3957,8821,9973,11261,10622,11081,26747,533,168667,114,10541,10814,84984,51124,5406,23566,54704,4542,7175,58531,1105,954,2878,58476,54413,55754,7074,55588,9135,57591,3035,6507,64121,126382,88,795,675,84645,4327,51294,991,9739,51291,25766,7075,84699,2706,57405,3336,3881,5739,10630,10567,7018,1123,57010,21,5481,9585,25942,5167,256536,23166,6942,55320,3329,23708,4069,221935,55752,492,57414,9943,55629,85319,57496,54101,90525,80318,5420,23332,27336,4665,84223,92949,339883,54583,672,126129,4000,84107,91151,6059,8125,1106,55144,165679,9963,55643,1233,5531,9564,92335,9891,79803,8906,3691,126549,27309,5800,56904,63027,8682,6191,1267,5467,1009,161514,57530,6535,2815,1178,9533,56901,11164,9744,59285,10472,8476,4829,220296,9860,2677,57167,26986,6199,25816,56674,9371,889,3597,10301,51214
MYB_Q5_01	224	84679,4052,5526,9218,5218,201625,3185,10468,28316,627,6430,2313,8482,2515,2191,27319,84969,2785,2981,83461,5294,5916,6239,27346,10584,55081,3981,51747,133522,6427,9043,84700,5833,5236,8554,9508,9240,226,10260,2651,784,26092,4952,84447,22999,5116,1756,26468,352909,2779,688,4295,2101,11278,2104,23336,51778,7135,79056,1746,55062,80031,5997,5913,50865,164684,2869,6938,57338,10432,374654,140465,26580,821,4012,26057,10316,10959,7025,10902,84824,9459,114785,57718,83463,51339,23243,149076,162979,80335,9610,23613,8398,2778,91056,23380,2331,11057,7812,10243,22821,2118,10127,6470,6490,147183,1996,7531,10113,1270,9120,58499,23197,63974,3358,10112,7514,51292,7873,5140,2258,55867,2257,55904,7473,5566,2794,8085,7994,1826,55502,51804,1649,3590,3087,5682,81565,54020,145946,6595,3313,7474,80144,10154,58533,3175,161357,6660,4738,27125,6352,4947,2845,1793,80742,5029,91574,6124,145581,22836,55000,348980,2035,5992,9362,204,144453,93986,3213,23098,144165,8904,5991,9584,23039,27344,4974,23164,9073,55753,2649,4921,862,94134,200186,5283,11343,389,3084,4783,84944,23635,283651,9908,89866,5101,83690,7328,8091,1017,11131,92799,23412,152330,4900,5763,56890,54556,9806,7337,54206,55137,59340,146852,4957,1051,27291,8707,124404,3952,51109,6536,5368,9535	200576,29994,124925,8396,7791,10933,1398,3061,3781,6563,11325,153572,833,8888,5250,10445,581,7866,9124,51477,4835,29964,5306,1908,55843,54468,2771,8536,116511,7124,339559,10980,2840,2110,3561,5083,54733,114990,23480,113802,57106,115286,10675,23109,80776,388585,10692,80243,64328,2115,93145,6426,6496,11182,9925,8740,1029,92305,25802,4242,6748,57532,4066,3007,29916,4803,2057,25929,11011,89853,117194,26229,9541,2801,81786,90427,23200,54738,10623,84987,582,29843,9702,2891,6549,8291,1290,9069,64902,79228,284086,4968,7535,9879,23446,11260,3916,64400,9518,27141,9590,8120,2653,70,23566,80380,9650,143162,5170,1198,4733,7360,1448,133418,9758,25984,6558,79727,5440,2108,339487,5864,7305,595,1195,6645,11270,7536,9528,80176,5473,3352,11076,3090,79711,221223,1633,112939,57088,80320,56269,8368,2248,10474,23263,846,57053,5621,79961,23096,85455,5515,11174,2909,7855,722,79679,51586,257218,54443,29930,3222,540,26137,9241,26576,4647,50617,26526,26147,2185,116519,116448,5971,8913,2009,7110,26521,5154,25973,84259,8875,127829,6733,7389,5795,6839,84668,51538,78987,7874,84275,23678,64785,6309,1436,9858,151887,79646,1677,57478,795,11333,114884,8019,7286,4914,78997,8882,55630,3032,94137,6019,23498,7001,285601,6007,57512,8079,112476,3306,9510,1200,9972
GCGCCTT_MIR525_MIR524	14	9592,8899,22908,3625,3280,4610,84164,79893,7812,9901,112939,1879,30012,3837	9886,8237,7249,22824,117157,1240,10693,6166,170685,26130,3998,6015,999,115584
HAND1E47_01	211	4208,10395,10911,9241,6780,6777,112,6622,1906,93273,72,2906,22903,64764,1303,55683,196500,221476,10274,8553,84561,54875,283248,4622,5422,4624,29119,6295,51585,10472,5595,3290,55291,3037,53918,6781,10890,10481,4661,84129,6887,25862,4593,2051,3975,53407,1756,11141,5522,10602,26269,159296,8405,1857,9741,7046,340419,138046,85456,1749,51389,6014,10586,90864,2741,6565,9450,51667,6253,54620,222894,26057,51125,10101,5870,144699,11319,7026,2829,56704,5414,79876,4323,1178,9283,6586,9844,6881,6310,51339,55870,7483,2122,266553,402415,166379,80059,53335,115265,6827,51309,7479,6402,55003,6490,8321,5514,1993,22823,1996,1847,2932,58499,123036,63974,1008,801,113251,4005,55885,8543,27148,155465,7732,54831,3223,286,27303,10178,9211,8909,9796,115701,6898,3590,2033,28973,64320,3925,4632,55704,659,6660,79652,51523,7323,2005,5753,3203,7029,60506,4023,3672,63973,7486,2039,8604,23469,64641,3216,7112,7324,54328,11189,55753,7425,9139,6588,129080,57591,3084,26610,29942,2842,5583,4154,5813,27436,1981,2138,155435,26548,8099,51496,51780,150684,203447,317719,5763,139411,3983,7432,25764,124975,157807,5897,11255,81855,5451,4773,1641,54798,5355,25791,23154,1808,4694,7482,57822,7450,1755	7716,57194,5140,84333,339122,23162,11170,8622,26502,116535,5558,444,10231,92797,190,54856,57198,26058,420,195828,4884,3992,65125,9567,4040,84816,7840,2548,4978,80818,3164,10322,26280,9456,10291,84334,284359,27077,112399,29886,11046,83444,25998,55851,1128,3551,3660,7265,4775,27037,51280,81892,23339,340146,152006,11112,6007,84084,653,148281,125170,677,2804,80728,23582,23637,9563,79047,23779,2334,25972,9409,55012,3936,83871,91703,54516,6391,10500,58158,10266,7805,5155,1877,50846,51382,29094,7071,23332,9865,83988,1537,3561,6143,84669,5440,26018,5828,6000,4515,3418,3265,6529,2290,201626,5597,402,3795,3400,3002,65264,11031,2915,525,23368,3632,27243,9266,368,23671,11160,1977,1420,55658,2078,79811,3184,219681,10713,116931,286046,527,23612,49861,122786,10443,3090,11153,402381,3336,7804,861,8767,4201,60558,10113,139596,58190,5617,79644,81788,2843,3433,6263,7485,10734,260425,1876,55544,9113,5829,6013,1280,4314,80381,9466,3581,9294,8660,881,1351,79685,6991,56889,6953,7940,351,1665,4337,4082,267004,8065,55334,3267,2823,3654,9468,4090,6869,53919,7087,3294,4212,56654,23542,1604,4131,6125,827,2841,9388,10606,81491,84649,5166,23673,347733,408,7690,2820,51147
TATA_C	239	1044,3151,4052,140739,128434,343,1393,3236,4435,80314,627,3014,5161,7291,5308,4619,81839,4621,56751,4620,4622,89795,3174,5173,133522,29119,1236,6876,5159,376267,5529,3037,6781,639,274,81608,229,5948,9590,23440,10435,112744,3206,6925,11141,140890,7223,7046,2104,246184,1655,4825,3777,2290,4852,3764,6988,3021,2869,100137049,57610,571,5869,664,2702,6252,56660,2122,9313,25802,10371,56895,279,55974,3491,6733,9181,7090,57561,4322,6586,4319,84830,2912,1974,10912,80335,4878,8569,26298,85457,2643,11068,60495,267004,64919,57658,6492,7923,827,6926,3720,26040,10194,147183,5514,51582,1993,5602,27123,4892,54715,6840,93129,4760,5087,2494,91833,10140,4005,3605,1382,7043,4314,78990,7042,3223,5577,474,29763,167826,3221,22848,3222,3553,58190,27347,10215,4015,8290,7994,6304,8909,51297,57132,8074,1938,11073,5569,50616,3235,114798,5036,90381,28973,10949,9248,1277,140458,4633,4632,3738,11007,6722,7805,3727,3205,11036,1950,4023,9709,2034,5992,54963,50943,22941,9363,27086,3214,467,1734,55611,3218,4734,3216,4629,59269,388336,2167,3096,3219,79047,5251,4638,23173,5571,50506,23352,387,399,4504,23648,405753,80177,5015,9079,116842,2100,9128,5813,2138,22843,53354,26548,22919,2488,79004,7432,55507,54206,135228,4254,7252,63976,254827,59335,4659,1295,4773,348654,4094,50508,6558,79159,65997,27130,55884,283807,9220	56950,8329,92745,9043,9921,79065,4703,6146,57136,112476,148,92170,79077,79009,10557,3892,51538,121227,9648,3860,143689,8614,56339,6847,25796,83743,10133,51430,51021,282973,9645,54514,9794,3776,2193,10891,3275,7690,29903,55588,9352,64388,2822,25946,4357,729,55766,121512,7253,3977,1869,124975,64218,57118,10594,25799,473,3043,162466,112752,9758,55554,7220,8550,1396,5468,116372,7475,60436,5276,10024,80018,10761,4287,55361,3703,85397,57124,10656,256471,5530,10230,6813,10773,4733,10190,114294,25803,4145,411,22834,9736,5365,26526,3146,283518,9682,51643,6238,116135,2804,4330,9694,84959,340596,3204,9607,153642,65003,64801,4478,9138,687,25798,2959,1176,23429,7469,22931,8790,22894,10744,120227,5641,337876,5195,22917,6425,2934,6553,54977,23253,841,11013,10106,54734,9132,153768,79792,56262,57468,51742,9211,3678,84947,94121,4814,64080,118924,23334,9168,9134,3956,8462,5158,90121,5604,9180,55212,8034,3779,10450,51673,54972,89797,377677,3850,90637,7005,1545,85464,54737,55503,343641,2740,4148,63935,204851,162,83737,5537,91937,84299,22944,11017,9182,10776,187,10856,55759,6996,55246,2688,8527,2036,10636,2060,9663,57512,29785,4064,80781,63027,9627,6909,79148,339221,83706,28989,64753,57333,55760,57823,3963,4121,5074,1299,3198,9554,54823,23616,5213,163175,1954,6727,2906,202559,8444,5660,7425,55970,7280,9056,4123,81786,10286,89884,8416,254170
AP2_Q6	223	3151,10468,6461,7862,90993,54498,5309,10100,10735,3005,283248,5910,8927,84858,123879,51228,7423,29890,814,5597,4335,26009,5529,10890,9953,23531,339855,79800,2047,130557,25862,3975,128853,9355,5042,26986,5326,121665,1788,79955,10658,9513,1655,8522,4854,445,6423,57149,2869,8048,55084,80315,51706,22992,11319,1302,51201,55729,752,84146,11340,23199,54922,53615,1178,91663,84079,79683,23139,149076,55033,27133,5980,5537,8500,388531,64837,51684,55568,596,747,55759,602,51322,54558,320,5921,79623,9266,65056,6238,6909,10155,57649,4009,7855,7343,11021,57403,84196,5090,7476,5155,65125,2256,1267,23466,2624,7471,7473,6603,2627,81894,84725,11143,51042,63935,9219,5971,8289,10870,10552,158763,2033,160335,8654,116092,56658,6710,80204,3069,23125,10154,6657,8128,56936,9462,4212,3203,23594,64924,23452,64225,348980,9935,30008,57731,8463,8604,10714,4899,3212,51185,6299,84333,84807,54874,1871,7094,3490,29880,10664,5076,117177,2239,10253,5331,394,79893,333926,80774,3084,8861,6666,1024,80758,56301,51754,54971,7320,221477,84458,6382,22843,375704,22919,22924,51286,27338,1896,9244,1501,79577,2827,27019,81855,1059,10235,5451,55737,7014,22893,3642,54805,26504,3382,3249,10299,55122,407975,9441,10488,116496,23411,26507,9969,6671,3781,3659,11124,23509,1398,55852	54974,56660,4846,158038,9249,27006,11154,4758,11131,49861,4430,6474,51622,9069,57402,50837,662,23161,26526,2271,10330,2831,112936,5584,6648,776,687,3508,3963,3934,56916,9792,152789,9877,2829,56000,2892,4821,23189,23456,3769,6439,9282,10263,83440,11252,343450,306,6372,26133,57412,7314,6507,7375,7841,3017,6613,8079,55120,80095,8089,1138,9860,57414,23022,317719,55500,115,51079,83787,8723,27094,26515,813,7174,1051,55647,659,57555,4693,11112,7543,131890,79171,8574,259236,55644,51760,474,84076,3338,79447,5110,11180,55201,23479,144406,8065,1848,9283,10436,5373,26227,5516,55103,219409,3164,9358,26271,1773,4983,734,339896,2558,23671,6772,57542,2824,8661,9481,2931,4300,51090,64714,2787,55174,79742,11333,22854,50846,221409,5159,167691,146059,22907,25769,9099,5024,80153,130827,65266,11254,688,11047,205,10397,4745,1823,2879,92335,11100,7401,4879,27136,55224,10420,23376,3788,6009,165679,400258,51141,4660,114784,25959,5333,11133,64397,84101,640,6320,5569,57630,11091,22933,64423,10818,196527,57130,3161,8398,6558,22943,10158,3654,9706,221472,54541,684,969,51451,11057,80709,1954,57228,9407,5064,64852,185,85462,5813,338645,6830,23779,55958,51530,5174,40,27339,8685,51562,4811,10049,2657,8021,1119,79650,56154,2688,51561,10097,124540,10010
AP2_Q3	217	64976,7290,8971,9066,9064,80314,2313,2309,10735,3005,80326,5429,55118,2018,5910,27112,7423,5499,4335,25946,8851,2308,22999,2047,7879,4343,51168,26003,9355,89884,26468,8869,26986,5326,8405,6932,2101,140689,51247,2547,7332,9513,7391,8522,64840,2042,26000,23593,50865,85397,8048,2253,10061,6683,2000,5033,4137,144699,1302,7536,5476,81566,9048,10369,63925,2913,6171,1973,23598,22856,9575,2122,51341,79872,84696,5127,64919,54558,2181,2118,65056,55182,4144,6926,54413,2107,6197,8986,256364,7343,23166,11021,1124,64753,5155,57510,2899,25972,221002,1267,7545,7040,3589,55832,7471,7473,7266,58190,6237,26207,6521,11143,6508,10660,3750,63935,5971,3667,81849,57534,51592,9568,1832,116092,7022,140825,26050,2245,3069,10154,23125,55193,29100,3736,6657,3742,51523,3993,9462,5147,117178,7781,25831,116154,2557,9935,9312,8745,112936,57804,4899,6299,8913,23310,7094,11247,2355,1874,10664,7071,79960,5331,56033,23462,23169,5081,5707,11343,5458,5457,7080,9166,3985,1642,6666,1025,56301,7320,84720,5814,221477,5813,403,84458,3226,1982,22843,51400,23054,10898,139411,7102,28511,6094,2908,51704,63976,333,3090,3480,56963,27019,4215,10725,4440,1108,4094,51063,23038,407975,10488,6560,5412,26507,3781,23509,84206	83795,58517,5515,51068,9806,83844,669,5534,6224,57402,2926,84514,10848,11096,1843,9187,8556,6712,4956,7095,22800,192111,8639,8321,2651,4435,159296,8100,7368,11335,2099,896,1140,26273,1375,10295,54913,64794,5346,5641,1134,29882,9956,3195,91624,54768,1755,5533,126,9528,23480,23443,1069,54941,10466,5873,51092,25828,6649,55114,221496,5138,8728,9607,10500,9223,4248,10075,57661,79753,1468,360,5154,84079,4784,3151,7182,81494,6366,2494,9965,9962,81029,84164,4218,9901,57716,64061,3166,23250,57690,23139,128553,285343,9444,23429,3292,55210,55761,51750,57555,64321,4360,10614,23400,649,6505,3675,79018,4931,114034,159963,374768,767,5055,1960,55259,255488,7036,89796,79414,4849,9627,64852,50944,1965,55122,124540,7053,79727,81832,219541,2661,154043,54431,258,9127,9657,116535,4624,3312,11277,492311,154881,1789,91603,80319,57679,4848,114815,83643,783,8224,5535,23743,26133,161835,10058,59335,118460,6010,140690,89832,23383,55277,54829,3696,284131,4673,7784,11339,2801,2306,10133,219699,9805,22871,22905,53832,146852,5156,4665,238,11033,29842,8780,10100,5532,57758,8829,81619,1983,9739,91746,1132,8788,1847,4811,7171,5981,115353,6523,819,79447,10446,125,11189,84674,140739,2275,5357,2039,9733,6863,7486,284366,488
GTCGATC_MIR3695P	4	23499,1665,3400,54778	80740,9315,147968,8439
