id	num_of_genes	pos_rel_genes	neg_rel_genes
chr6q22	43	85413,29940,4217,81847,9519,5796,345895,245806,222546,9465,5167,57515,51362,25842,116150,3908,2173,135114,55862,2697,10924,8838,3298,84870,4602,7430,135112,4121,8528,10345,116843,5980,5550,9774,222537,23270,254394,5110,4117,9439,222545,5350,387103	64446,554203,1565,429,815,1589,54898,7874,1843,168391,25921,6620,135152,80332,6904,3084,10418,1610,10983,51000,7644,64693,439,66004,23564,54512,11202,637,9364,56099,25874,115330,928,272,51764,51311,2578,6546,8564,5537,136319,1007,5222
chr14q23	29	57381,91612,81537,57570,122876,64582,64398,5583,10490,51804,51382,7597,51635,23503,5684,6495,376267,27133,26499,145389,10243,5890,161291,1743,145226,4331,51109,83851,22890	4016,55179,6659,119559,10766,55975,7855,84293,9248,57007,80129,9945,11243,23671,27022,9734,6892,10262,28908,2051,80303,340419,147686,79098,26037,79966,552900,51297,51542
chr4q22	26	56916,51705,285513,10611,493856,10098,80319,22915,474,53343,127,64116,2895,5161,3033,84992,8404,55008,51191,5602,83478,51170,4126,9429,152926,51411	25904,3294,9953,55753,60401,1632,4684,115209,9651,987,2859,10810,3982,3263,54617,6582,9563,5128,59348,113675,9915,3487,56776,55037,4135,166012
chr4q25	30	10427,64579,6870,10692,255743,2028,839,64850,287,79071,3426,890,5308,92610,84570,51574,11107,8654,113612,166929,27071,81579,6164,55435,1950,8492,63973,27068,27123,58505	3491,51696,11004,54664,26959,79796,1662,1400,4036,10657,55212,26137,64102,149428,57094,54963,100137049,3988,161357,55929,83853,3106,148979,57558,1756,8910,3008,91653,57799,125950
chr21q11	11	54148,54033,140578,150000,8204,10950,29761,1265,6782,64092,149998	23555,6196,1880,4860,54716,9861,93107,143,283518,54998,4036
chr7p11	8	1644,5260,908,81552,5529,23480,11328,51142	55844,25896,8943,23544,26577,3726,2017,1466
chr5q15	15	51752,153642,167410,4012,83890,5122,83989,353376,1105,9652,83594,285601,79772,22936,64167	1944,255926,25793,6717,1268,1160,3698,10026,5283,22846,10551,322,152137,5479,50636
chr7p13	32	55744,23072,107,5224,4967,2737,23386,29881,10268,28988,641977,9238,5814,5683,51619,55665,3364,222068,27434,26053,8621,83605,10320,23148,64005,54606,5478,5425,677798,83637,10652,3486	10900,84343,9938,7041,26353,8521,54550,55035,94056,5696,79572,9020,6820,54622,4701,29958,90865,5859,26524,1113,247,79685,128497,51277,3075,189,64946,10106,8433,86,81629,55972
chr7p14	27	6967,6100,358,2692,51251,64983,27072,9603,989,117,11055,340273,6424,11281,57057,313,6983,27241,9844,23080,54749,816,9805,79783,136647,54504,168667	692236,6908,23052,3768,115557,128869,64425,6166,26037,23581,6872,4775,26528,7762,27284,11218,9238,347902,79090,9837,26577,27075,911,9033,4879,9261,4209
chr5q12	30	5370,401190,375449,1462,64087,8622,55789,3796,57763,57688,5144,1022,2966,285671,51301,55814,27292,1161,64924,2297,23398,7060,51194,64105,373,54557,91942,4064,10769,57486	57820,28951,8710,3589,7380,9967,170622,8087,113675,50488,3809,9570,118429,80207,5511,6527,2352,57679,51292,6687,10982,5230,135152,51266,5740,23547,80173,9631,5754,151056
chr8q21	41	92421,734,7163,54714,11059,55824,11075,3174,5569,8767,85444,28957,138046,9420,79776,2167,8895,5375,2171,3612,1875,1584,1585,23462,5828,56704,245972,64168,54968,4325,1666,157724,254958,51115,55284,761,759,377677,64089,83690,661	388585,22944,64976,6660,285527,63035,64983,596,3012,51171,2702,126638,7099,376497,11258,83658,1269,4947,5426,10554,29,7155,9512,219988,81629,2210,57722,79947,57559,417,5537,2733,6194,8603,80318,29087,443,463,7036,3849,2623
chr1p22	55	8543,26782,55283,255231,23576,2787,23566,164045,8915,163351,1179,115362,84146,54680,22823,54874,2152,5236,30836,255631,115361,2635,2634,2633,24,284695,6125,117178,118427,126820,494115,11146,84230,55144,6083,10964,7813,1486,3491,8317,2959,8458,58511,676,1266,388650,253152,54873,51100,7812,5825,2672,1810,1806,8412	81544,2729,85007,7844,51090,6335,11068,4915,23604,6757,5328,22891,23532,6830,11005,10466,5704,6311,5225,6036,5083,51560,856,51438,4092,59339,387758,9871,5887,23065,4698,7102,79577,64582,2712,1434,4901,3164,129804,623,23236,23553,7798,9172,5652,222894,84824,79818,50652,10189,86614,3691,54971,153218,120114
chr1p21	27	3749,140,8556,51611,54112,23443,1901,58155,11218,280,1301,279,257,163786,84432,6272,278,276,1435,2730,178,9295,148867,1952,391059,55599,199857	2923,1565,9997,56882,55003,2830,51162,5863,3559,421,10569,3810,338440,8535,2672,4583,89849,220001,8284,6860,55753,55277,9227,23038,23566,9724,2678
chr12q	12	11103,54407,8835,9700,5213,283349,3852,50511,50515,118430,10906,160622	85865,644890,23612,91875,151011,200959,51128,55821,27072,139189,10036,2794
chr16q12	36	113,27324,6530,5257,2806,29117,1728,84706,81533,5934,85320,55239,869,64127,124460,6477,83752,79191,10300,643911,23322,1540,80205,54947,9683,23594,55737,4495,23090,9709,64400,4499,79068,55027,6299,85407	3251,64321,5915,64881,5293,104,6624,51733,3563,10781,64599,6208,26271,253461,121441,284415,10077,4528,8409,84570,51035,23759,2121,56852,23028,84282,55290,91574,4629,8846,57661,11235,1436,30814,55616,26228
chr16q13	28	1258,57019,4313,23568,3801,1071,84560,4504,84166,57017,4324,4832,55715,51090,79650,9688,6376,5432,6367,11051,4493,4496,4494,51716,2775,221223,4501,6361	147495,4750,5100,55679,55435,6910,8000,284252,5332,5553,80326,2312,3434,56158,25847,80816,5201,4258,100506658,3975,285521,9338,1356,400629,4314,4885,6443,282706
chr21p11	4	85318,85317,574,7179	10746,8907,10389,114908
chr3p14	32	8309,2272,201625,57408,115286,9861,9223,8801,2317,56999,23150,80145,26059,317649,246734,26018,151647,285203,132204,285331,11170,84541,51146,10550,23429,23024,7086,27086,201626,166336,29122,776	727,23473,7385,5116,8190,57549,5912,23348,358,23303,9143,4189,388533,7572,51014,151295,347853,23753,2555,5191,128178,6850,2615,162394,1820,23446,7707,80206,51649,1109,9500,79884
chr13q32	24	22873,171425,7546,2262,7174,3843,10082,5611,1880,9375,2841,337867,27199,10160,10673,23483,259232,54841,5095,160897,55757,266722,23348,85416	400506,1263,9686,123606,23440,5203,5337,7483,2166,23467,23047,221074,79651,11158,55901,85302,389,830,1822,50814,501,8419,60467,9776
chr13q31	9	11166,407975,8428,10150,114798,10257,84189,5457,26050	7099,6990,22894,10894,5858,51175,11222,253970,5265
chr11p11	40	9776,1408,57093,2785,5795,8567,2147,53,55626,4192,84680,23788,10062,79841,9537,9793,10658,5702,5913,4607,392,84364,79797,4722,60529,8501,8534,2346,3732,23279,91252,114971,56981,90139,55761,55343,8525,51317,221120,4038	25926,11338,496,728294,54205,58530,65267,23643,7596,85015,112476,147906,5723,23426,5153,10766,135,286451,51278,286256,2494,55636,9859,2330,4520,5940,9061,3040,4338,22904,56475,1515,4716,7465,79058,50944,89853,29990,2823,25758
chr3p11	3	5449,5627,2042	9976,9470,2885
chr3p12	11	25978,8545,6091,6092,3355,64332,2632,100131827,3592,389136,253559	346389,127833,64769,6759,55179,257364,6482,6441,114902,5803,151903
chr13q34	27	2259,8881,23263,8858,55647,5911,8660,2159,496,55795,2155,6656,283489,113622,10426,650669,22821,3621,7027,1284,1282,23250,2621,65110,3916,8451,6011	30818,11086,222537,54778,49856,10896,5720,6231,90993,55024,6581,5270,4920,84969,6687,151647,84986,89891,55851,94115,26100,5700,1668,1811,9794,10143,7482
chr2q23	15	130574,3800,26122,2191,29994,55660,114793,6326,10716,390,7130,6323,57282,8502,27249	285313,3958,64857,7222,2123,7832,3458,80790,81626,23440,6001,266553,79930,51154,64319
chr2q22	10	8942,785,55843,5000,3176,9839,50649,6326,4703,79712	472,50,55905,84255,65991,123720,93589,139341,9409,6432
chr2q21	31	116372,22930,8886,53353,344148,4249,26469,7247,2863,905,23190,4648,30818,7852,10203,6332,55339,84084,57669,2840,3938,55679,5433,205147,10746,9394,2071,81615,84317,84083,55627	54662,27434,10006,6050,7750,9429,55130,85313,51127,93659,5354,57663,399664,27292,374654,155435,6496,10988,6778,6261,1040,2135,283651,142684,79364,619568,668,7592,2615,3949,11336
chr4q27	9	9348,5393,55212,308,10733,4085,84109,166378,79931	53918,6747,55215,22931,5717,51194,5733,9086,10987
chr2q24	31	6328,56475,130399,26225,27347,1134,1803,5937,8647,85461,10010,6295,90134,2591,6323,64135,151531,3760,57818,55137,3694,6335,114805,22837,4065,2820,79809,64844,8604,4036,9936	2928,5859,813,8659,79065,29071,79091,7305,113235,6271,10000,55055,6885,64582,22798,259217,255631,84689,4267,6199,117531,347344,130560,85413,6351,23024,10846,6080,10483,81619,29958
chr16q21	13	1874,23019,10664,65009,3299,64785,1459,583,146227,1014,79918,57567,267	570,9537,1850,11243,149986,219539,1796,79707,9955,57096,4605,22797,91010
chr12q24	155	353116,9733,65082,57647,192111,6433,6175,8683,8759,3458,9815,51433,5901,5426,144715,8315,51228,121256,5985,57605,64426,80324,4940,4938,4939,5829,9761,56616,64211,6927,140707,5781,144406,8638,1337,51367,80724,9612,9026,84678,27198,26353,80018,7556,84329,10645,283459,51499,196383,8655,59341,283446,2802,2054,1240,80024,2967,7699,283455,10993,84260,23141,53373,55206,10795,4842,6926,121665,6910,1967,55703,144348,10198,55198,11021,79867,9904,643246,11113,65985,121260,23545,9735,1610,80196,10961,5564,8739,22895,5501,121643,4598,50614,57634,54434,23067,8550,65117,10094,91574,949,51329,23457,54997,5992,84747,8562,326625,23603,5025,83892,5027,8408,217,6996,79039,84530,317781,7637,8843,84876,9271,5827,54509,55596,5715,6249,55530,84274,84102,7316,8099,5037,28981,55743,51699,89910,9478,11153,51184,160762,10959,84660,10019,6404,113675,23409,79600,11211,7184,23389,55884,23316,121642,23479	56165,126393,79873,9738,286827,5303,6239,128637,55217,90121,7134,397,611,50855,1446,414062,5184,1811,53916,5054,9611,22890,2039,1132,55711,152110,132160,55035,9757,5251,114803,4922,123099,4317,89839,5509,6535,117246,256933,8490,157855,2215,131566,54039,5518,2857,6509,9931,1911,29094,5575,2623,8908,90332,130497,9796,7565,669,83540,8661,6576,23428,84962,3669,54575,6867,10383,57414,51596,2558,3565,2733,54329,22854,7044,246175,25758,92906,11180,2224,55885,79368,2886,9098,1789,23648,3240,238,6993,54606,200845,5720,143662,7516,115703,353299,9179,5062,50652,95681,3045,3860,51102,199786,222537,2117,333929,5724,11282,84941,23367,219844,119180,9167,10736,10432,3738,2232,10057,527,79038,22882,7570,25886,29888,2768,9383,9187,2657,220323,6804,57630,5354,347736,222171,220164,64180,667,51213,28514,23580,348093,9917,821,2483,7866,29969,5499,51112,9950,9640,85456,80351,23157,3596
chr7p21	26	11335,155465,5723,222894,25928,7291,54205,54664,1395,85477,23161,10124,8701,58498,5137,81628,221823,56913,4697,3569,27075,64111,9678,84725,221833,10551	9197,1955,132851,9935,51438,654816,27309,80025,147183,8843,11216,153443,84461,1178,7552,27145,54165,2848,10018,79621,4218,55323,147199,8351,9287,51527
chr12q22	23	10988,51559,4254,4801,8411,5053,574028,8549,7181,51134,9971,3034,59277,3479,55591,55967,7334,429,121441,694,4048,7112,1848	7857,11062,8876,55329,2034,10633,79727,22928,85315,9582,2847,23141,84823,8434,197358,81033,23047,54822,7360,10394,2100,7922,64320
chr16p	4	4682,1731,5347,1428	165721,11000,123096,3433
chr7p22	50	5154,2768,56975,26173,54476,54905,5395,5898,8662,4521,23353,7965,27102,54468,115330,29886,79778,222962,5879,3955,6624,26100,7975,5575,84792,2852,8379,221937,51622,55501,441194,90639,30010,392617,221935,113263,84433,90637,6119,221955,1607,2115,55698,202915,3382,9265,4223,57786,9907,84132	10278,283489,342371,30849,1559,6442,1307,7200,3575,5435,27347,57026,10945,9865,5626,4784,5322,23264,7367,56288,23753,665,7052,83737,7286,170825,84263,22858,2652,126638,7564,2022,255743,114880,8968,114548,126549,81928,133746,51301,902,4747,8630,10081,84624,59339,58527,6876,353299,26220
chr4q32	26	57630,201931,7097,6307,23022,56884,56034,9693,23520,92345,84869,1363,1519,50859,4750,84076,2110,55601,9848,57600,55016,166863,11199,2891,79884,7092	1393,5073,79147,84365,644096,4363,51293,56928,22976,57162,1582,10454,121256,6297,7456,1159,51022,80789,11156,10965,51146,10299,4758,3293,7494,79602
chr4q33	4	51166,7424,9464,8001	91624,27112,3816,10361
chr4q31	46	11157,85462,2549,84057,166614,9227,8467,3148,987,10393,27309,55294,27236,4086,4889,166785,166752,6423,5481,10586,79658,1909,23321,6999,5356,6189,11341,5458,64399,84709,6059,59350,8821,54726,54798,23158,4887,201799,55751,255520,2743,4886,80155,80854,152503,51802	80339,56849,27076,7363,51699,2073,10626,26973,7345,3494,10049,142678,128602,57713,54662,6039,55145,116337,10157,6252,55009,25852,10621,4139,23281,178,84662,4857,51144,6013,5203,479,25996,3840,10659,26958,10251,29927,4122,3235,51297,10981,9627,4651,5460,471
chr4q34	11	8819,836,2823,132851,26269,11086,55247,60559,3660,140458,3248	5092,11011,734,2313,9968,5162,4883,84366,245936,1690,8460
chr4q35	23	132625,27295,80014,7098,55714,2160,291,55805,55325,133121,3622,256309,2180,2483,8470,3818,1635,53842,285440,79682,201973,60684,4543	5950,84696,83539,30814,23225,10644,3780,1775,3773,147,1960,10350,23326,170261,134111,10848,2651,26239,9118,8875,9402,126410,5423
chr1q	2	3766,10092	2917,57553
chr1p	7	10561,10946,6195,25932,1269,7709,10717	84992,55540,26873,56142,9841,80227,89796
chr1q31	37	92703,3586,3080,81494,259266,26254,55705,5284,2752,343450,115019,5664,254428,3915,163486,9507,140609,5208,1118,2165,3918,6738,23418,339479,5129,56956,23612,5788,8707,64407,779,7135,6003,9641,83593,5996,5997	25890,6629,29103,147199,2137,154807,55129,51286,55270,55884,6620,1033,3479,3077,8396,3727,5805,285148,126205,8852,4085,79679,89832,2525,4335,27257,752,84694,5349,1038,51067,6418,56954,81831,4174,6907,6404
chrxp21	17	778,8406,170302,6103,5009,6990,190,7504,139538,257397,5638,1756,4112,4113,1536,94122,2710	7533,1435,116519,319,10158,2039,8941,3811,54507,84816,23493,64837,5542,4142,5350,374,51720
chrxp22	96	3052,54960,5613,8623,8233,5160,6303,8225,404281,1968,6473,23676,6399,28227,11238,140456,4935,9367,51360,170302,7499,8544,55787,11141,22866,8905,79135,158809,57502,1183,55344,414,415,416,2742,8481,10943,412,25975,293,5931,389840,5475,30011,9185,357,10389,6322,5422,2824,265,171484,5165,25878,4810,92552,6197,51284,51311,8228,6792,5634,5256,2002,56474,286530,94056,2925,9468,660,64840,795,5251,168400,3563,10549,207063,10742,23597,395,55841,1438,5277,6247,7543,80311,6611,139411,64109,171483,4267,8908,9758,9189,59272,6907	286887,4102,84624,115,26468,5878,23557,257397,4043,155465,10213,22916,126520,6664,3178,9885,6656,5578,84666,55359,55686,2899,57584,285148,5780,10900,5340,79600,55784,1854,400961,6515,54880,4239,6584,6007,338323,8863,254428,5365,55901,5672,9467,10110,6558,57728,85415,55917,4300,8315,84876,7532,51504,10483,9094,114,11064,80005,146059,56269,139538,23595,865,9696,54662,23180,221662,171024,11026,3911,55972,149998,25894,57405,5504,84735,5509,84206,8859,6239,3419,2782,23177,4141,6564,254042,5587,10215,11332,79692,1185,9931,117245,53635,1400,29978
chr1q32	112	5525,127833,93273,134,4179,25896,3075,23456,23271,28982,55758,10765,5629,5549,89796,947,3290,127829,4751,9911,3914,1116,5784,56950,1465,1604,79098,5317,553,3756,81788,1999,10440,3078,3814,10878,10877,25802,23528,5929,5287,9283,54900,50486,6051,1379,23380,2331,8497,729533,29937,64710,10446,388743,2494,55740,5362,7100,127845,51514,2335,11009,50604,7139,25778,6635,9261,2005,7779,2848,8444,7188,5877,55509,22874,467,80342,83479,255928,2987,85414,343035,51706,59352,55432,9928,57172,9580,51094,83953,7832,91156,51377,6900,1510,55733,59349,4194,84919,29089,4660,5972,4608,55224,1378,1380,3664,23114,1063,725,722,9877	79682,708,5868,162333,541466,4881,10123,9915,2220,84132,57030,5232,57595,6690,84992,3373,6231,3024,9241,83606,388585,6300,79065,23234,7381,97,27297,148170,6809,253260,58477,27327,4157,116511,2299,212,4926,51032,79660,83759,5132,6519,930,5959,1746,84541,54881,50856,8148,134637,6606,51302,374403,51350,11201,9555,22823,6874,201176,3497,553115,6909,92421,23761,121457,10285,29123,9683,1002,10658,9236,5670,1959,84232,387837,27113,345611,155435,152503,1861,7916,596,6386,11107,419,8911,5069,84620,27231,606500,59272,26009,56910,580,126731,4943,11129,9583,5075,261729,10637,10321,91975,9810,170692,78986,9537,94101,56891,51773,3485,80010
chr14q22	36	5926,5228,6815,122786,9787,26520,53349,23034,5732,10668,6617,122809,55333,4990,55745,10979,81542,51339,5729,51528,9147,10175,5494,23002,2643,677,3306,122830,10640,11169,22938,22863,1033,2764,23224,23503	5201,10959,128338,90249,3337,170575,55256,10294,5805,79600,57402,10907,912,64785,676,3904,9576,4486,7126,10841,5716,11166,51611,5028,8766,162417,25801,10458,4317,387914,219899,2980,23178,1145,121512,130574
chr1p34	115	26523,1907,79753,79717,79932,163732,79647,54955,55143,2981,8891,339559,5792,127700,114625,23334,27095,192669,192670,84694,10269,127343,51440,128209,991,26811,6202,63967,55929,4904,55624,57643,23139,112950,7389,84879,653121,2275,4610,252995,83931,25974,27285,255738,2306,55182,79033,10489,9670,4678,2707,1996,81888,6421,7804,84842,54802,1503,2899,100132074,64834,4595,6487,29889,8668,339488,5051,84618,284656,114784,64121,553115,7805,5690,79654,9202,84676,10465,1263,3065,59269,22955,10747,1802,5052,11004,127544,4725,9132,284654,79693,7075,1912,7388,3932,54936,80149,64064,5453,8503,3633,1296,9682,387338,3652,23154,79639,271,2517,284716,26508,9967,84967,83442,4352	8034,25814,3352,9284,10585,2110,84259,90332,9469,117248,84515,8660,3416,10554,57597,84795,55885,1633,2232,10420,3005,5287,25813,8796,1462,51301,64098,140,7101,28831,10457,54998,255189,4738,3420,4528,8859,5721,148789,129450,26062,60485,9343,26235,9177,114899,91461,6320,55862,4009,84340,57523,7564,81501,79983,219790,2212,5116,57663,84315,10490,30844,55867,5683,361,64743,7531,669,158866,29925,55558,6928,6543,5283,164045,10071,6314,6641,22823,255967,5708,1891,10467,1181,441951,55534,266722,80010,92291,255220,8310,9143,51542,220001,23281,23411,3642,140766,219771,64122,1798,5670,9425,266727,10302,81928,54677,79047,79921,29922,395,60385,9755,404037,84076
chr1p35	65	200081,10969,6429,79727,6513,9698,8574,22977,2980,8565,51042,4146,51441,10076,54797,5320,3925,127540,164091,83667,347735,23673,7780,10726,79947,65979,204,1307,55223,2166,3208,54933,84958,656,2537,353500,9473,65108,79570,2701,113452,64766,64769,5928,10691,11240,51538,81493,149420,149076,23633,51102,5724,677825,6118,339487,7802,23038,58512,55113,127534,399474,57134,8073,81629	23617,9530,827,79094,8653,6876,53947,23157,143630,6044,57451,5222,9976,117581,3852,728239,23536,55186,79136,3270,27335,122553,4329,146894,143662,54471,22941,84465,1147,3361,6794,9295,84299,51332,563,123264,1510,23762,56944,3419,64750,284654,51279,5201,10368,23201,79783,958,29924,10763,51028,7535,4113,54518,84725,2649,6456,5663,552,9080,2849,130574,65998,51076,112802
chr1p36	222	54998,9696,10747,5226,10236,9064,9636,6135,3352,9731,10630,5293,118424,55920,3925,11079,1104,261734,23585,8659,55160,55450,1855,473,6548,8514,23254,54546,84328,116983,54206,79140,128272,27237,54751,732,2782,29101,249,259283,388610,6920,127294,57449,8863,65220,54587,7161,6390,6146,25949,84196,6518,400745,374955,1650,54896,3155,1676,1677,57822,8289,55966,5081,23065,142678,27129,9341,4237,80818,23261,2268,2134,10218,375056,1889,93611,9068,54455,51150,2563,6007,23463,55629,91544,22883,51154,11332,55672,57576,51702,23569,29943,81669,9249,23095,765,10772,51107,1187,23352,1188,63976,54707,83715,163688,26038,6339,55616,79906,148398,8511,8510,3399,4985,25782,10911,23028,3151,126792,1043,7798,388588,714,5351,22920,713,388585,57801,6006,54626,3362,7799,10459,30814,26279,116362,832,2048,26270,978,26232,9923,29914,23400,1969,387509,728642,2046,163933,1185,163702,80835,80834,79180,55210,83858,64856,9926,23013,26119,26155,56998,9563,4879,5322,4878,5909,2810,7709,57212,127262,5195,5192,80176,79594,57085,54361,23435,10250,2475,11313,8764,8431,84275,58985,6723,23436,6080,9651,11330,2582,51032,49856,63036,29956,1325,6248,9903,79258,79707,55650,55229,9927,2140,3604,8672,254173,339451,5590,8718,7293,5394,7133,4524,984,8784,2023,10277,11315,65018,4681	3164,79147,26770,23604,9099,89822,8649,5569,81577,731,51741,64785,11193,23149,4004,64211,5874,85315,10491,2167,7307,26040,3630,55763,57864,84722,51208,4208,5591,3055,3654,25793,2152,93979,393,196475,64151,2001,727936,138311,5534,3682,79895,116039,55558,1832,23169,4357,54928,57165,55640,64284,28513,26980,1504,439,599,2813,2002,1326,10049,25797,9788,4594,2894,27067,57697,27068,23137,785,79370,5298,4153,25926,55153,28227,28976,259296,2689,2827,1306,5029,255928,8759,745,2828,4234,200162,3801,3936,27006,5959,1105,25800,54344,1387,740,81605,94097,7076,6444,7388,23450,2693,90550,811,85358,2314,134353,9445,22872,51657,93210,64843,10412,79187,5875,160287,10975,55872,2186,64327,2966,3350,66035,8663,148229,64232,27101,5313,9980,59343,27230,2146,338376,83692,1277,9647,3485,57048,11064,2253,1869,403314,57038,79842,5362,1587,51213,22794,139285,57215,56850,57716,51692,3069,10011,11112,4772,11011,5031,11154,51006,56902,8487,5096,5460,54443,7780,79644,8896,1609,672,29980,23657,9569,285704,85015,339559,4793,10549,22891,22806,10081,2965,10994,10525,6514,7031,4842,283446,83732,2175,7416,55660,22943,4295,204851,8537,128209,54883,58495,54439,80821,121278,3300,2681,55799,94,55684,89891,79879,123720,6570,9734,84706,5672,761,80704,9506,6594,54504
chr10q22	70	27143,653509,54788,219699,4143,23234,57178,220202,56681,23522,55749,2894,119504,5092,55118,170384,80201,4838,729238,84858,51021,92211,118487,55315,6441,9886,6832,3189,6229,29982,58529,7417,10105,79009,219736,10718,8509,56521,170392,9632,3778,219654,59,11155,9469,90550,132,219743,84883,221037,9044,5551,818,3098,7580,310,11319,84647,143241,1305,10367,11128,23555,142891,84665,311,55506,118490,94233,657	6790,167681,6473,54825,223,79908,136,7564,89790,63904,595,344454,868,2786,7942,10082,64324,9926,79783,55655,122622,55334,28526,8453,9860,56302,23404,2668,8912,2260,59272,79159,23217,2005,80816,340205,54439,729082,6717,5424,339479,1819,9060,51076,374955,6853,2078,7691,7551,79012,4308,84343,55867,144715,11279,338557,10043,3298,5476,8468,7041,357,128853,50619,80896,10107,7498,58476,64064,9882
chr1p31	60	23421,204962,6121,84455,9653,1600,79819,9077,55225,57708,5142,54741,257194,57554,9635,22802,9629,7398,55635,26135,26009,54810,5876,7268,3595,431707,27329,84251,149233,26289,1429,11080,8790,10022,3953,29929,8880,81849,54596,10026,256435,9528,5733,91624,79971,1491,84938,51086,1647,127253,55970,205,51022,23032,4438,5737,1629,9406,5301,4774	4627,360205,8797,151473,79694,8663,10017,55300,51308,10920,123688,26155,3908,9031,23462,7763,23500,4001,5359,51278,4152,6950,50859,25821,4501,726,10208,57662,11124,7410,8724,6423,129563,399694,408,54800,5557,2488,23268,285613,5571,4926,57477,4124,5189,79713,23768,27134,56944,170572,56659,3978,150094,2978,3036,80854,6147,50619,219736,1175
chr1p32	53	6491,51361,1031,115209,4998,4070,3725,4919,10420,64802,127435,8761,5538,533,23499,26994,83941,114883,85440,2060,51060,10450,1733,1376,65018,23169,6512,26027,2882,10657,23648,51668,7809,23358,84950,5865,148979,112970,25973,8547,200014,7371,54558,114803,27022,6018,55277,55706,200010,3716,8643,6342,2301	7852,2838,6521,65266,85476,391059,201161,117285,54851,26784,3636,441951,10239,4887,9392,5163,23171,64398,960,643236,285315,3196,79876,4051,84034,9044,5917,8731,53829,10174,118424,1047,2693,26468,1549,9231,4610,7324,55287,2528,118442,1869,845,23505,840,51143,27133,196374,1373,8266,1104,51574,54626
chr1p33	29	10103,388630,63950,266675,9372,1718,4116,9048,4520,64756,149461,8569,3061,1298,284541,10327,114034,26292,79656,2035,115353,10158,1579,6536,11123,199974,7049,11124,54432	7444,1511,200185,6650,833,283209,354,27019,4793,340542,10269,79755,5413,8021,54440,2070,79876,3116,6302,4643,7087,653423,9148,80381,3067,8165,26584,27175,127253
